127.0.0.1 - - [25/Nov/2013:14:47:05 +0530] "GET / HTTP/1.1" 404 955
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:06 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:07 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:34 +0530] "GET /main/index.html HTTP/1.1" 200 7042
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:34 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:34 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:35 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:36 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:37 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:37 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:37 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:00:37 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/index.html HTTP/1.1" 200 7042
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:23 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:24 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:01:25 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/index.html HTTP/1.1" 200 7059
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:01 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:02 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:02:03 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/index.html HTTP/1.1" 200 7051
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:02 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:04 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/index.html HTTP/1.1" 200 7051
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:41 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:03:42 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/index.html HTTP/1.1" 200 7042
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:14 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/Tulips.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_05.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_06.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/image_03.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/image_04.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/image_05.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/bullet.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/index.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_10.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_12.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [25/Nov/2013:15:04:15 +0530] "GET /main/images/globe_16.gif HTTP/1.1" 304 -
